Drug Type,Country,Year,Best,High,Male,Female,Low,Age,Source,Method,Adjustment,Specific notes,Sub-region,Region
Cocaine,Denmark,2008,1.4,,,,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Dominican Republic,2010,0.32,0.35,,,0.28,12-65,CICAD,HHS,,,Caribbean,Americas
Cocaine,Dominican Republic,2008,0.3,0.57,,,0.13,15-64,ARQ,SS,"d, e",,Caribbean,Americas
Cocaine,Ecuador,2013,0.08,,0.1,0.07,,12-65,ARQ,HHS,,,South America,Americas
Cocaine,Ecuador,2007,0.2,0.25,,,0.14,12-65,ARQ,HHS,,,South America,Americas
Cocaine,Egypt,2016,0.35,,,,,15-64,MedSPAD/UNODC Estimate,SS,d,,North Africa,Africa
Cocaine,Egypt,2006,0.02,,,,,15-64,Government source; Academic Research,"HHS, SS","a, d",,North Africa,Africa
Cocaine,El Salvador,2014,0.37,0.47,0.73,0.11,0.27,12-65,UNODC Estimate/ Government source,HHS,,,Central America,Americas
Cocaine,El Salvador,2005,0.41,,,,,12-65,ARQ,HHS,,,Central America,Americas
Cocaine,Estonia,2018,1.03,,1.32,0.83,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Estonia,2008,0.6,,0.8,0.4,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Estonia,2003,0.6,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Finland,2014,0.5,,0.9,0.1,,15-64,ARQ,HHS,,Cocaine salt,Western and Central Europe,Europe
Cocaine,Finland,2010,0.2,,0.3,0.1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Finland,2006,0.5,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Cocaine,France,2017,1.6,,2.3,0.9,,18-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cocaine,France,2014,1.1,,1.4,0.7,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,France,2010,0.88,,0.88,0.88,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cocaine,France,2005,0.6,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Cocaine,Georgia,2015,0,,0,0,,18-64,ARQ,HHS,,,Central Asia and Transcaucasia,Asia
Cocaine,Germany,2018,1.12,,1.41,0.82,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Germany,2015,0.6,0.9,0.8,0.5,0.4,18-64,ARQ/Academic,HHS,,Includes crack,Western and Central Europe,Europe
Cocaine,Germany,2012,0.8,,1.3,0.3,,18-64,ARQ,HHS,,cocaine and crack,Western and Central Europe,Europe
Cocaine,Germany,2009,0.8,,1.2,0.4,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Germany,2006,0.7,,,,,18-64,Government source,HHS,,,Western and Central Europe,Europe
Cocaine,Greece,2015,0.4,,0.5,0.3,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Greece,2004,0.1,,0.1,0.1,,15-64,EMCDDA,,,,Western and Central Europe,Europe
Cocaine,Guatemala,2005,0.21,,,,,15-64,ARQ,HHS,,,Central America,Americas
Cocaine,Haiti,2010,0.88,1.42,,,0.34,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Cocaine,Haiti,2005,0.9,,,,,15-64,UNODC Estimate,,,,Caribbean,Americas
Cocaine,Honduras,2005,0.87,,,,,12-35,ARQ,,,,Central America,Americas
Cocaine,Hungary,2015,0.31,,0.5,0.14,,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Hungary,2007,0.2,0.4,,,0,18-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Iceland,2015,1.06,1.83,,,0.29,15-64,ESPAD/UNODC Estimate,SS,"d, e",,Western and Central Europe,Europe
Cocaine,Iceland,2011,0.92,1.5,,,0.35,15-64,ESPAD,SS,"d, e",,Western and Central Europe,Europe
Cocaine,Iceland,2007,0.88,0.89,,,0.87,15-64,ESPAD,SS,"d, e",,Western and Central Europe,Europe
Cocaine,India,2018,0.1,,0.18,0.01,,10-75,Government source,HHS/I,,,South Asia,Asia
Cocaine,Indonesia,2015,0,,0,0,,10-60,ARQ,HHS,,20 of 34 provinces.,East and South-East Asia,Asia
Cocaine,Indonesia,2010,0.01,,,,,10-60,ARQ,HHS,,,East and South-East Asia,Asia
Cocaine,Indonesia,2008,0.02,,,,,15-64,ARQ,HHS,,,East and South-East Asia,Asia
Cocaine,Iran (Islamic Republic of),2011,0.11,0.22,,,0,15-64,Academic source,HHS,,,Near and Middle East/South-West Asia,Asia
Cocaine,Iran (Islamic Republic of),2008,0.01,0.01,,,0,15-64,Government source,I,"f, g",,Near and Middle East/South-West Asia,Asia
Cocaine,Ireland,2015,1.5,,2.6,0.5,,15-64,ARQ,HHS,,Data for 2014-15.,Western and Central Europe,Europe
Cocaine,Ireland,2011,1.5,,2.3,0.7,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Ireland,2007,1.7,,,,,15-64,Government source,HHS,,,Western and Central Europe,Europe
Cocaine,Israel,2016,0.6,0.7,,,0.5,18-65,UNODC Estimate,HHS,,"Salt and ""crack""",Near and Middle East/South-West Asia,Asia
Cocaine,Israel,2009,1.06,1.19,1.64,0.42,0.94,18-40,ARQ,,,,Near and Middle East/South-West Asia,Asia
Cocaine,Italy,2017,1.21,,1.46,0.95,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Italy,2013,1.1,,1.4,0.7,,15-64,ARQ,HHS,,Data refers to 2013-14,Western and Central Europe,Europe
Cocaine,Italy,2012,0.6,,1.01,0.25,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Italy,2008,2.1,,,,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cocaine,Jamaica,2010,0.98,1.56,,,0.39,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Cocaine,Jamaica,2006,1.1,,,,,15-64,UNODC Estimate,SS,"a, d",,Caribbean,Americas
Cocaine,Japan,2017,0,,,,,15-64,ARQ,HHS,,,East and South-East Asia,Asia
Cocaine,Kenya,2016,0.1,,0.2,0,,15-64,ARQ,HHS,,Crack,East Africa,Africa
Cocaine,Kenya,2007,0.3,0.4,,,0.2,15-65,Government source,HHS,"b, e",,East Africa,Africa
Cocaine,Kuwait,2005,0.04,,,,,15-64,UNODC Estimate,,g,,Near and Middle East/South-West Asia,Asia
Cocaine,Latvia,2015,0.5,,0.8,0.3,,15-64,ARQ,HHS,,Only cocaine salt,Western and Central Europe,Europe
Cocaine,Latvia,2011,0.2,,0.4,0.1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Latvia,2007,0.5,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Lithuania,2016,0.1,,0.3,0.04,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Lithuania,2012,0.2,,0.3,0,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Lithuania,2008,0.2,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Lithuania,2004,0.3,,,,,15-64,ARQ,,d,,Western and Central Europe,Europe
Cocaine,Luxembourg,2014,0.4,,,,,15-64,ARQ/Government source,HHS,,,Western and Central Europe,Europe
Cocaine,Luxembourg,2010,1.04,1.8,,,0.3,15-64,ARQ,SS,d,,Western and Central Europe,Europe
Cocaine,Luxembourg,2003,0.9,,,,,15-64,UNODC Estimate,,,,Western and Central Europe,Europe
Cocaine,Maldives,2012,0.04,,,,,15-64,Government source,HHS,,,South Asia,Asia
Cocaine,Malta,2013,0.5,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Malta,2011,1.78,2.86,,,0.69,15-64,ESPAD,SS,"d, e",,Western and Central Europe,Europe
Cocaine,Malta,2007,1.11,1.15,,,1.07,18-65,ESPAD,SS,"d, e",,Western and Central Europe,Europe
Cocaine,Mexico,2016,0.8,0.97,1.4,0.2,0.63,12-65,ARQ/Government source,HHS,,,North America,Americas
Cocaine,Mexico,2011,0.5,0.64,0.9,0.1,0.35,12-65,Government source (ENA),HHS,,,North America,Americas
Cocaine,Mexico,2008,0.4,,,,,12-65,Government source,HHS,,,North America,Americas
Cocaine,Montenegro,2017,1.8,,2,1.5,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Cocaine,Montenegro,2015,0.62,1.06,,,0.18,15-64,ESPAD/UNODC Estimate,SS,"d, e",,South-Eastern Europe,Europe
Cocaine,Montenegro,2011,0.52,0.86,,,0.17,15-64,ESPAD,SS,"d, e",,South-Eastern Europe,Europe
Cocaine,Montenegro,2008,0.77,1.71,,,0.01,15-64,ESPAD,SS,"d, e",,South-Eastern Europe,Europe
Cocaine,Morocco,2017,0.43,0.52,,,0.33,15-64,MedSPAD/UNODC Estimate,SS,d,"Includes cocaine salts and ""crack""",North Africa,Africa
Cocaine,Morocco,2004,0.05,,,,,15-64,ARQ,,,,North Africa,Africa
Cocaine,Netherlands,2017,2.2,2.6,3,1.4,1.9,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cocaine,Netherlands,2016,2,,3,1,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cocaine,Netherlands,2015,1.9,,2.8,1,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cocaine,Netherlands,2014,1.6,,2.2,1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Netherlands,2009,1.2,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Netherlands,2005,0.6,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Cocaine,New Zealand,2008,0.6,0.8,0.9,0.3,0.3,16-64,Government source,HHS,,Cocaine/crack,Australia and New Zealand,Oceania
Cocaine,New Zealand,2006,0.76,,,,,15-64,ARQ,HHS,a,,Australia and New Zealand,Oceania
Cocaine,Nicaragua,2006,0.69,0.86,,,0.52,12-65,UNODC Estimate,HHS,c,,Central America,Americas
Cocaine,Nigeria,2017,0.09,0.24,,,0,15-64,Government source/UNODC,HHS/I,,,West and Central Africa,Africa
Cocaine,Nigeria,2008,0.7,1.11,,,0.28,15-64,ARQ,HHS,"a, b, e",,West and Central Africa,Africa
Cocaine,North Macedonia,2017,0.81,,1.2,0.4,,15-64,ARQ,HHS,,UNODC best estimate based on ARQ data on prevalence of male and female,South-Eastern Europe,Europe
Cocaine,North Macedonia,2015,0.34,0.65,,,0.03,15-64,ESPAD/UNODC Estimate,SS,"d, e",,South-Eastern Europe,Europe
Cocaine,North Macedonia,2007,0.08,,,,,15-64,INCSR,,,,South-Eastern Europe,Europe
Cocaine,Norway,2018,1.2,,2.1,0.2,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Norway,2017,1.1,,1.4,0.7,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Norway,2016,0.6,,1,0.3,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Norway,2015,1,,1.7,0.3,,16-64,ARQ,HHS,,Cocaine salt,Western and Central Europe,Europe
Cocaine,Norway,2014,1,,1.6,0.3,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Norway,2013,0.9,,1.6,0.2,,16-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Norway,2009,0.4,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Norway,2004,0.8,,,,,15-64,ARQ,,,,Western and Central Europe,Europe
Cocaine,Pakistan,2012,0.01,0.02,0.01,0,0,15-64,Government/UNODC,,,,Near and Middle East/South-West Asia,Asia
Cocaine,Panama,2015,0.1,,,,,12-65,ARQ/Government source,HHS,,Urban areas,Central America,Americas
Cocaine,Panama,2003,1.2,,,,,12-65,Government source,HHS,,,Central America,Americas
Cocaine,Paraguay,2003,0.25,0.3,,,0.2,12-64,UNODC Estimate,HHS,,,South America,Americas
Cocaine,Peru,2010,0.7,,,,,12-65,Government source,HHS,,,South America,Americas
Cocaine,Peru,2006,0.48,0.61,,,0.34,15-64,ARQ,HHS,,,South America,Americas
Cocaine,Philippines,2016,0.07,,,,,10-69,ARQ,HHS,,Data for 2015/16,East and South-East Asia,Asia
Cocaine,Philippines,2012,0.04,,,,,10-69,ARQ,HHS,,Data refers to 2012/13. 17 of 18 regions.,East and South-East Asia,Asia
Cocaine,Philippines,2005,0.03,,,,,15-64,UNODC Estimate,HHS,,,East and South-East Asia,Asia
Cocaine,Poland,2019,0.3,,0.3,0.2,,15-64,ARQ,HHS,,Data refers to 2018/19,Western and Central Europe,Europe
Cocaine,Poland,2016,1.4,,1.4,1.5,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Poland,2014,0.2,,0.4,,,15-64,ARQ,HHS,,Data refers to 2014/15,Western and Central Europe,Europe
Cocaine,Poland,2012,0.2,,0.3,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Poland,2010,0.7,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Poland,2006,0.2,,,,,16-64,ARQ,,,,Western and Central Europe,Europe
Cocaine,Portugal,2017,0.2,,0.3,0.1,,15-64,ARQ,HHS,,Data refers to 2016/2017. Cocaine salt,Western and Central Europe,Europe
Cocaine,Portugal,2012,0.2,,0.3,0.1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Portugal,2007,0.6,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Puerto Rico,2005,0.83,1.39,,,0.34,15-64,Government source,SS,"d, e",,Caribbean,Americas
Cocaine,Republic of Korea,2004,0.03,,,,,15-64,ARQ,HHS,"e, f",,East and South-East Asia,Asia
Cocaine,Republic of Moldova,2008,0.04,0.06,,,0.02,15-64,Government sources,HHS,e,,Eastern Europe,Europe
Cocaine,Romania,2016,0.2,,0.2,0.2,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Cocaine,Romania,2010,0.1,,,,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Cocaine,Romania,2007,0.04,,,,,15-64,ARQ,HHS,e,,South-Eastern Europe,Europe
Cocaine,Russian Federation,2007,0.23,0.29,,,0.16,15-64,ESPAD/UNODC Estimate,SS,"d, e",Appoximate adjustment,Eastern Europe,Europe
Cocaine,Saint Lucia,2010,0.6,1.02,,,0.19,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Cocaine,Saint Lucia,2002,1,,,,,15-64,UNODC Estimate,,,,Caribbean,Americas
Cocaine,Serbia,2014,0.1,,0.2,0,,18-64,Government source,HHS,,,South-Eastern Europe,Europe
Cocaine,Serbia,2008,0.54,1.18,,,0.14,15-64,Government sources,HHS,"a, d, e",,South-Eastern Europe,Europe
Cocaine,Slovakia,2015,0.1,,0.3,0,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Slovakia,2010,0.2,,,,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cocaine,Slovakia,2006,0.6,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Slovenia,2012,0.5,,0.7,0.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Slovenia,2008,0.6,,,,,15-64,ARQ,HHS,e,,Western and Central Europe,Europe
Cocaine,Slovenia,2007,0.88,,,,,15-64,ESPAD,SS,"d, e",,Western and Central Europe,Europe
Cocaine,South Africa,2011,1.02,1.1,,,0.29,15-64,ARQ,SS,"d, e",,Southern Africa,Africa
Cocaine,South Africa,2008,0.78,1.17,,,0.64,15-64,ARQ,HHS,"a, e",,Southern Africa,Africa
Cocaine,Spain,2017,2.2,2.4,3.4,1,2,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cocaine,Spain,2015,2,,3.1,0.9,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Spain,2013,2.2,,3.3,1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Spain,2011,2.3,,3.6,0.9,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Spain,2009,2.7,,4.2,1,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Suriname,2013,0.25,0.3,,,0.2,12-65,UNODC Estimate/ARQ,HHS,,Cocaine salt and crack,South America,Americas
Cocaine,Suriname,2007,0.3,,,,,12-65,Government source,HHS,,,South America,Americas
Cocaine,Suriname,2002,0.5,,,,,15-64,UNODC Estimate,,d,,South America,Americas
Cocaine,Sweden,2017,1.2,,,,,17-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Sweden,2013,0.6,,0.8,0.4,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Cocaine,Sweden,2008,0.5,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Switzerland,2016,0.81,,,,,15-64,Government source,HHS,a,,Western and Central Europe,Europe
Cocaine,Switzerland,2015,0.66,,,,,15-64,ARQ,HHS,a,Cocaine salt,Western and Central Europe,Europe
Cocaine,Switzerland,2014,0.5,,0.7,0.3,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Switzerland,2013,0.5,,0.5,0.4,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Switzerland,2012,0.4,,,,,15+,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Switzerland,2011,0.5,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Switzerland,2007,0.2,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Cocaine,Syrian Arab Republic,2005,0,,,,,15-64,UNODC Estimate,,g,,Near and Middle East/South-West Asia,Asia
Cocaine,Thailand,2019,0.07,,,,,15-64,Government source,HHS,,,East and South-East Asia,Asia
Cocaine,Thailand,2007,0.05,,,,,15-64,ARQ,HHS,e,,East and South-East Asia,Asia
Cocaine,Trinidad and Tobago,2010,0.48,0.84,,,0.11,15-64,UNODC Estimate,SS,"d, e",,Caribbean,Americas
Cocaine,Tunisia,2017,0.1,,,,,15-64,MedSPAD/UNODC Estimate,SS,d,,North Africa,Africa
Cocaine,Turkey,2018,0.05,,0.11,,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Cocaine,Turkey,2017,0.05,,0.11,,,15-64,EMCDDA,HHS,,,South-Eastern Europe,Europe
Cocaine,Turkey,2003,0.04,,,,,15-64,UNODC Estimate,,,,South-Eastern Europe,Europe
Cocaine,Ukraine,2015,0.32,0.62,,,0.01,15-64,ESPAD/UNODC Estimate,,"d, e",,Eastern Europe,Europe
Cocaine,Ukraine,2011,0.52,0.86,,,0.17,15-64,ESPAD,SS,"d, e",,Eastern Europe,Europe
Cocaine,Ukraine,2007,0.23,0.29,,,0.16,15-64,ESPAD,SS,"d, e",,Eastern Europe,Europe
Cocaine,United Kingdom (England and Wales),2018,2.92,,4.1,1.76,,16-59,Government source,HHS,,Data refers to 2018/19. Crime Survey for England and Wales.,Western and Central Europe,Europe
Cocaine,United Kingdom (England and Wales),2017,2.67,,3.76,1.59,,16-59,Government source,HHS,,Data refers to 2017/18. Crime Survey for England and Wales.,Western and Central Europe,Europe
Cocaine,United Kingdom (England and Wales),2016,2.32,,3.34,1.31,,16-59,Government source,HHS,,Data refers to 2016/17. Crime Survey for England and Wales.,Western and Central Europe,Europe
Cocaine,United Kingdom (England and Wales),2015,2.25,,3.33,1.18,,16-59,Government source,HHS,,Data refers to 2015/16. Crime Survey for England and Wales.,Western and Central Europe,Europe
Cocaine,United Kingdom (England and Wales),2014,2.4,,3.5,1.3,,16-59,Government source,HHS,,Data refers to 2014/15. Crime Survey for England and Wales,Western and Central Europe,Europe
Cocaine,United Kingdom (England and Wales),2013,2.4,,3.3,1.4,,16-59,Government source,HHS,,Data refers to 2013/14. Crime Survey for England and Wales.,Western and Central Europe,Europe
Cocaine,United Kingdom (England and Wales),2012,2,,2.8,1.1,,16-59,Government source,HHS,,Data refers to 2012/13,Western and Central Europe,Europe
Cocaine,United Kingdom (England and Wales),2011,2.2,,,,,16-59,Government source,HHS,,Data refers to 2011/12,Western and Central Europe,Europe
Cocaine,United Kingdom (England and Wales),2010,2.2,,,,,16-59,Government source,HHS,,Data refers to 2010/11,Western and Central Europe,Europe
Cocaine,United Kingdom (Northern Ireland),2014,1.8,,,,,15-64,Government source,HHS,,Data refers to 2014/15,Western and Central Europe,Europe
Cocaine,United Kingdom (Northern Ireland),2011,1.5,,,,,15-64,Government source,HHS,,Data refers to 2010/11,Western and Central Europe,Europe
Cocaine,United Kingdom (Northern Ireland),2006,1.9,,,,,15-64,Government source,HHS,,,Western and Central Europe,Europe
Cocaine,United Kingdom (Scotland),2014,2.34,,3.82,0.9,,16-64,Government source,HHS,,Data refers to 2014/15,Western and Central Europe,Europe
Cocaine,United Kingdom (Scotland),2012,2.2,,3.3,1.1,,16-64,Government source,HHS,,Data refers to 2012/13,Western and Central Europe,Europe
Cocaine,United Kingdom (Scotland),2011,2.4,,,,,16-64,Government source,HHS,,Data refers to 2010/11,Western and Central Europe,Europe
Cocaine,United Kingdom (Scotland),2010,2.7,,,,,16-64,Government source,HHS,,Data refers to 2009/10,Western and Central Europe,Europe
Cocaine,United States of America,2018,2.6,,3.3,1.9,,15-64,ARQ,HHS,,Cocaine salts,North America,Americas
Cocaine,United States of America,2017,2.7,,3.7,1.8,,15-64,ARQ,HHS,,Cocaine salts,North America,Americas
Cocaine,United States of America,2016,2.4,,3.1,1.7,,15-64,ARQ,HHS,,Cocaine salts,North America,Americas
Cocaine,United States of America,2015,2.3,,3,1.6,,15-64,ARQ,HHS,,,North America,Americas
Cocaine,United States of America,2014,2.1,,2.9,1.5,,15-64,ARQ,HHS,,,North America,Americas
Cocaine,United States of America,2013,2.15,,3,1.4,,15-64,ARQ,HHS,,,North America,Americas
Cocaine,United States of America,2012,2.3,,,,,15-64,ARQ,HHS,,,North America,Americas
Cocaine,United States of America,2011,1.9,,,,,15-64,ARQ,HHS,,,North America,Americas
Cocaine,United States of America,2010,2.2,,,,,15-64,ARQ,HHS,,,North America,Americas
Cocaine,Uruguay,2018,2.1,,3.4,0.8,,15-65,ARQ,HHS,,Cocaine salt and pasta base,South America,Americas
Cocaine,Uruguay,2014,1.8,,2.6,1,,15-65,ARQ,HHS,,Cocaine salt and pasta base,South America,Americas
Cocaine,Uruguay,2011,2.1,,3.4,0.9,,15-65,ARQ,HHS,,Cocaine salt and pasta base,South America,Americas
Cocaine,Uruguay,2006,1.7,,,,,15-64,ARQ,HHS,,,South America,Americas
Cocaine,Venezuela (Bolivarian Republic of),2011,0.64,,,,,12-65,ARQ,HHS,,,South America,Americas
Cocaine,Venezuela (Bolivarian Republic of),2005,0.63,,,,,15-64,Government source,HHS,,,South America,Americas
Ecstasy,Albania,2014,0.2,,,,,15-64,Public health research,HHS,,,South-Eastern Europe,Europe
Ecstasy,Albania,2014,0.2,,0.5,0.1,,15-64,ARQ,HHS,,,South-Eastern Europe,Europe
Ecstasy,Albania,2011,1.19,1.84,,,0.54,15-64,ESPAD,SS,d,,South-Eastern Europe,Europe
Ecstasy,Albania,2006,0.97,2.08,,,0.26,15-64,Government source,SS,"d, e",,South-Eastern Europe,Europe
Ecstasy,Algeria,2010,0.02,,0.02,0.01,,12+,ARQ,HHS,,,North Africa,Africa
Ecstasy,Argentina,2017,0.33,,0.46,0.22,,15-64,ARQ,HHS,,,South America,Americas
Ecstasy,Argentina,2011,0.1,,0.1,0.1,,16-65,ARQ,HHS,,,South America,Americas
Ecstasy,Argentina,2008,0.2,,,,,12-65,Government source,HHS,,,South America,Americas
Ecstasy,Armenia,2005,0.1,,,,,15-64,UNODC Estimate,HHS,,,Central Asia and Transcaucasia,Asia
Ecstasy,Australia,2016,2.2,,2.6,1.8,,14+,ARQ,HHS,,,Australia and New Zealand,Oceania
Ecstasy,Australia,2013,2.5,,3.2,1.8,,14+,ARQ,HHS,,,Australia and New Zealand,Oceania
Ecstasy,Australia,2010,3,,,,,14+,ARQ,HHS,,,Australia and New Zealand,Oceania
Ecstasy,Australia,2007,4.2,,,,,15-64,Government source/ NGO/Academic research,HHS,,,Australia and New Zealand,Oceania
Ecstasy,Austria,2015,0.4,0.7,0.5,0.4,0.2,15-64,Government source,HHS,,,Western and Central Europe,Europe
Ecstasy,Austria,2008,0.5,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Austria,2004,0.9,,,,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Ecstasy,Bahamas,2008,0.11,0.6,,,0.04,15-64,Government source,SS,"d, e",,Caribbean,Americas
Ecstasy,Bahamas,2003,0.14,,,,,15-64,UNODC Estimate,,"d, e",,Caribbean,Americas
Ecstasy,Barbados,2006,0.3,,,,,12-65,CICAD,HHS,,,Caribbean,Americas
Ecstasy,Belarus,2007,0.31,0.33,,,0.3,15-64,ESPAD,SS,"c, d, e",,Eastern Europe,Europe
Ecstasy,Belgium,2013,0.3,,0.4,0.3,,15-64,EMCDDA,HHS,,,Western and Central Europe,Europe
Ecstasy,Belgium,2008,0.9,,,,,15-64,ARQ,HHS,,,Western and Central Europe,Europe
Ecstasy,Belgium,2007,1.12,,,,,15-64,ESPAD,SS,"c, d, e",,Western and Central Europe,Europe
Ecstasy,Belize,2005,0.5,,,,,12-65,Government source,HHS,,,Central America,Americas
Ecstasy,Bolivia (Plurinational State of),2018,0.06,,0.04,0.08,,12-65,ARQ,HHS,,,South America,Americas
Ecstasy,Bolivia (Plurinational State of),2014,0.01,,0.02,0,,12-65,ARQ,HHS,,,South America,Americas
Ecstasy,Bolivia (Plurinational State of),2007,0.1,,0,0.1,,12-65,ARQ,HHS,,,South America,Americas
